治家	12:2;23:1;7:1
膏肓	1:1;21:1;3:1
膏腴	1:1;20:1;4:1
膏腴之地	1:1
膏药	19:4;28:1;31:1
膜	20:1
膜拜	25:2;31:2;11:1;13:1;19:1;28:1;4:1;8:1
膝	1:2;27:2;15:1;26:1;29:1;4:1;5:1;7:1
膝上	13:1
膝下	11:1;2:1;24:1;3:1;4:1;9:1
膝儿	3:1
膝垫	2:1
膝头	13:1
膝来	27:1
膝盖	1:5;2:3;7:3;17:2;15:1;27:1;31:1;4:1
膝行	13:1;2:1;20:1;27:1
膨胀	1:2
膨胀起来	1:1
膳	22:1;28:1
膳厅	11:1
膳夫	28:1
膳宿	0:1
膺	12:1;2:1;29:1
臂	12:3;31:3;10:2;15:2;2:2;1:1;16:1;19:1;21:1;4:1
臂弯	21:1
臂腕	2:1
臂膀	16:2;21:2;25:2;28:2;12:1;2:1;6:1
臂膊	31:2;10:1;28:1
臂长	26:1
臃肿	1:1;16:1;27:1;29:1
臆测	3:2;23:1
臆译	0:1
臊	30:1
臊气	11:2;0:1
臣	8:7;1:5;3:47;16:4;27:4;24:2;25:2;23:1;31:1;7:1
臣仆	12:2;20:2;24:2;4:2;10:1;16:1;21:1;25:1;3:1;31:1;8:1
臣僚	8:3;0:1;1:1;10:1;20:1;29:1;31:1
臣妇	31:1
臣子	31:5;4:4;8:3;1:2;17:2;20:2;7:2;27:15;12:1;14:1;22:1;25:1;28:1;6:1
臣服	10:3;31:3;25:2;0:1;1:1;11:1;15:1;27:1;28:1;3:1;8:1
臣民	24:9;1:3;27:3;12:2;28:2;8:2;31:15;17:11;20:1;3:1;5:1;7:1
臣甲	16:8;3:75;12:3;19:2;4:15;8:10
臣甲下	8:1
臣甲率	3:1;8:1
自一	27:1
自不量力	16:1
自个	17:8;28:2;4:2;15:1;16:1;30:1;31:1
自为	1:1;21:1
自主	21:1;22:1;31:1;9:1
自乐	10:1
自习	1:1
自乳媪	29:1
自以	31:3;12:1;25:1
自以为是	31:3;12:1;25:1
自任	1:1
自伊摩琴臂	12:1
自会	18:1;7:1
自作	10:1;14:1;19:1;31:1
自作多情	14:1
自作自受	10:1;19:1
自侪	1:1
自便	31:1
自信	12:2;22:2;0:1;1:1;14:1;2:1;21:1;27:1;3:1;32:1;8:1
自傲	12:1;17:1;2:1;27:1;6:1
自击	20:1
自刎	26:1;31:1
自创	12:1
自制	12:2;7:2;26:1
自刺	15:2;5:1
自加	7:1
自动	7:4;26:2;27:2;31:2;1:1;17:1;21:1;6:1;8:1;9:1
自助	25:1;31:1
自助助人	25:1
自卑	17:1;31:1
自卫	1:2;0:1;10:1;13:1;20:1;26:1;5:1;7:1
自危	23:1;25:1
自去	1:1;7:1
自取	31:4;16:2;17:2;18:2;23:2;19:1;21:1;22:1;26:1;3:1;7:1
自取其咎	16:2;22:1;31:1;7:1
自取其祸	31:1
自取其辱	23:2;17:1;18:1;19:1;21:1;26:1;3:1
自取灭亡	31:2
自古	25:4;15:1;24:1;31:1
自古以来	24:1;31:1
自可	25:2
自吹	21:1;6:1
自吹自擂	21:1;6:1
自告奋勇	12:1;3:1;31:1
自命	0:2;1:2;25:2;11:1;12:1;16:1;18:1;19:1;21:1;30:1;31:1;32:1
自命不凡	0:2;19:1;21:1;25:1;30:1;31:1
自命为	1:2;12:1;16:1;25:1;32:1
自嘲	27:1
自圆	4:1
自圆其说	13:1
自在	25:3;12:1;23:1;26:1;27:1;3:1;31:1
自在些	25:1
自墓	7:1
自大	10:1;19:1;24:1
自失	23:1
自夸	12:1;15:1;21:1;27:1;29:1;4:1
自好	12:1;15:1
自始	24:2
自始至终	24:2
自害	7:1
自家人	18:2;12:1
自容	7:1
自宽	16:1;30:1
自寻	10:1;16:1;17:1;18:1;26:1;31:1;4:1;9:1
自寻死路	17:1
自寻烦恼	18:1;26:1;31:1;4:1;9:1
自寻短见	10:1
自封	31:1
自尊	17:2;21:2;12:1;2:1;27:1;3:1;31:1
自小	16:1
自尽	25:1;31:1
自居	2:1;25:1;32:1
自帐	21:1
自开	15:1;22:1
自强	12:1
自当	25:1;31:1
自当称	25:1
自得	25:1;26:1
自忖	3:1
自怜	1:1;11:1;16:1;17:1;19:1;20:1
自怡	19:1
自怨	1:1
自恃	1:2;20:2;21:2;19:1;23:1;30:1;32:1;5:1;6:1
自恨	12:1
自悔	2:2;27:1
自惭	3:1;5:1
自惭形秽	3:1;5:1
自愧	13:1;19:1;25:1
自愿	12:3;13:1;16:1;22:1;23:1;24:1;25:1;27:1;31:1;32:1
自慰	12:1;20:1;25:1;27:1;31:1;4:1;7:1
自我	24:3
自投	7:2;31:1
自投罗网	7:2
自拔	12:1;24:1
自招	29:1
自持	31:1
自掘坟墓	31:1
自新	1:3;24:2;23:1;27:1;30:1;31:1;4:1;9:1
自月	15:1
自有	8:6;14:2;17:2;20:2;25:2;6:2;10:1;12:1;2:1;21:1;23:1;26:1;32:1;4:1;5:1;7:1
自杀	26:4;32:4;20:3;5:3;7:3;10:2;12:1;15:1;17:1;25:1;29:1
自来	0:1
自检	28:1
自欺	12:1
自欺欺人	12:1
自毁	7:1
自泰门	13:1
自洞	12:1
自焚	28:1
自然	25:9;7:8;28:7;1:6;3:6;13:5;20:5;0:4;10:3;14:3;19:3;21:3;22:3;26:3;30:3;32:3;4:3;12:2;15:2;16:2;17:2;18:2;24:2;27:2;31:2;6:2;8:2;11:1;23:1;29:1;9:1
自然界	1:2;3:2;25:1;4:1
自然而然	15:1;18:1;28:1
自爱	1:1;19:1;26:1;7:1
自王	7:1
自甘	32:2;1:1;31:1
自生	26:1;4:1
自生自灭	4:1
自用	20:2;31:2;14:1;22:1;25:1
自由	32:9;2:7;10:6;25:5;5:5;9:5;13:4;19:4;23:4;24:4;26:4;3:4;7:3;0:2;16:2;20:2;22:2;30:2;6:2;8:2;28:18;12:15;31:13;1:1;11:1;14:1;17:1;18:1;21:1;27:1;29:1;4:1
自由人	32:2;31:1;5:1;9:1
自由支配	13:1
自由自在	12:1;23:1;25:1;3:1
自由邦	6:1
自白	25:1
自相	21:2;10:1;12:1;25:1;26:1;27:1
自相残杀	21:2;12:1;25:1;26:1;27:1
自相火	10:1
自省	23:2;10:1;18:1
自知	3:3;1:2;16:2;23:2;27:2;10:1;17:1;25:1;32:1;5:1
自知之明	16:2;23:1;3:1
自禁	12:1;6:1;9:1
自私	11:1;19:1
自称	17:2;18:2;28:2;29:2;30:2;31:2;0:1;2:1;4:1
自称为	29:2;31:2;18:1;2:1;28:1;4:1
自穴	13:3
自策	25:1
自箱	12:1
自篮	10:1
自绝	12:1;31:1
自绳	23:1
自缢	25:1
自能	25:1
自艇	8:2
自若	22:1;31:1
自苦	9:1
自行	3:1
自表	19:1
自视	3:1
自觉	12:1;23:1
自解	16:1;23:1;30:1
自言自语	3:1;30:1
自警	26:1
自认	1:1;14:1;27:1;4:1
自讨	30:2;28:1;3:1;31:1
自讨没趣	28:1;3:1;31:1
自许	25:1
自诩	24:1;31:1
自语	3:1;30:1
自请	3:1
自谋	1:1
自谢	15:2
自谦	13:1
自豪	1:1;17:1;2:1;31:1
自负	19:3;2:2;0:1;1:1;21:1;29:1;31:1
自负不凡	19:1
自责	11:1;25:1;26:1
自贬	27:2;1:1;26:1;4:1
自贻	1:1
自赎	26:1
自赏	21:1
自赞	30:2;0:1
自足	27:1
自辩	19:1;2:1
自遣	20:1
自重	15:1;26:1;30:1
自重自爱	26:1
自量	25:2;2:1;21:1;7:1
自长	26:1
自问	1:2;23:1;4:1
自问自答	1:1
自顶	22:1;7:1
自顾不暇	31:1
自顾自	31:1;9:1
自颈	16:1
自食	21:1;22:1;3:1;31:1
自食其果	21:1;22:1;3:1;31:1
自首	25:1
自鸣得意	31:3;1:1;14:1;20:1;21:1;25:1
自鸣钟	31:1
臭	1:4;18:3;28:3;25:2;11:1;14:1;16:1;17:1;19:1;20:1;26:1;3:1;32:1;5:1;6:1;7:1;8:1
臭不可闻	24:1;25:1
臭丫头	9:1
臭名	25:2;31:1
臭名昭彰	31:1
臭味	2:2;7:2;8:2;14:1;17:1
臭味儿	17:1
臭嘴	31:1
臭架子	1:1;21:1
臭气	14:1;20:1;24:1;31:1
臭水	18:1;28:1
臭汗	1:1;22:1
臭烘烘	31:1
臭男人	14:2
臭皮	0:2;12:1;13:1;32:1
臭皮匠	0:1
臭皮囊	0:1;12:1;13:1;32:1
臭肉	23:1
臭脚	28:1
臭虫	1:1
臭骂	18:3;1:1
臭鼬	21:1
至上	25:1;31:1
至亲	17:1;27:1;31:1
至克莉	10:2
至多	25:3;10:1;13:1;20:1;7:1
至宝	20:1;3:1
至尊	25:3;27:2;17:1;4:1
至尊无上	17:1
至少	31:7;24:5;30:4;12:3;25:3;26:3;28:3;0:2;1:2;10:2;27:2;3:2;6:2;7:2;8:2;11:1;18:1;20:1;21:1;23:1;29:1;4:1
至德	23:1;25:1
至情	1:1;29:1;8:1
至此	11:1
至死	3:1;31:1
至死不悟	3:1
至治之日	12:2
至爱	12:1;31:1
至理名言	6:1
至美至	30:1
至诚	14:2;25:2;30:2;0:1;12:1;18:1;19:1;2:1;21:1;31:1;7:1
至道	14:1
至高无上	11:1;2:1;3:1;31:1;32:1;8:1
致书	31:1
致于	32:3;1:2;13:2;16:2;31:2;5:2;14:1;15:1;18:1;2:1;21:1;22:1;25:1;27:1;29:1;4:1
致人于	10:1;27:1;8:1
致人死命	2:1;5:1;8:1
致以	31:5;24:1
致使	28:1
致候	25:2;3:1
致其	6:1
致函	12:1
致命	5:5;12:4;1:2;29:2;7:2;0:1;10:1;13:1;21:1;24:1;25:1;27:1;30:1;31:1
致哀	25:1
致富	6:1
致干	23:1
致悼	25:1
致意	13:6;27:5;5:5;1:4;6:4;18:3;24:3;32:3;23:2;25:2;26:2;4:2;15:1;16:1;17:1;2:1;20:1;21:1;3:1;30:1
致敬	2:5;27:4;31:4;12:2;13:2;14:2;29:2;32:2;1:1;10:1;16:1;17:1;20:1;22:1;30:1;7:1;8:1
致死	32:2;26:1;6:1;7:1
致献	12:1;22:1;27:1;29:1;7:1
致触	3:1
致词	1:1
致谢	7:1
致辞	5:3;1:2;25:2;4:2;17:14;19:1;28:1;3:1
臼炮	24:1
舁	31:7;10:5;7:3;20:2;27:2;26:1;8:1
舅兄	4:1
舅父	25:3;21:2;3:1;31:1;6:1
舅舅	31:7;21:13;25:1;29:1
舆论	1:2;2:2;24:1;3:1;32:1;7:1
舌	1:1;10:1;12:1;19:1;23:1;26:1;27:1;29:1;31:1;4:1
舌丸	30:1
舌儿	8:1
舌剑唇枪	19:1;27:1;30:1;31:1;5:1
舌头	30:9;32:7;26:6;3:6;10:5;16:5;22:5;14:4;21:4;25:4;7:4;15:3;20:3;23:3;4:3;5:3;8:3;31:21;11:2;13:2;17:2;28:2;6:2;27:19;1:16;19:16;29:16;2:10;12:1;24:1;9:1
舌尖	17:3;22:2;0:1;19:1
舌敝唇焦	12:1;19:1
舌根	13:1
舌端	29:1
舌箭唇	19:1
舍	0:1;27:1;6:1
舍不得	1:2;0:1;10:1;14:1;26:1;28:1;30:1;31:1;32:1
舍不得你	28:1
舍侄	0:2;30:1
舍妹	31:3;10:1;16:1
舍弃	14:3;11:2;19:2;29:2;10:1;13:1;15:1;17:1;21:1;7:1;8:1
舍弟	16:2;23:1;30:1;31:1
舍得	30:1
舍拉	17:3
舍拉区	17:1
舍拉族	17:4
舍拉河	17:3
舍本逐末	26:1
舍身	7:1
舍近	19:1
舍里	16:1
舍间	14:3;18:3;8:2;2:1;23:1;3:1;5:1;6:1
舐	28:3;7:2;1:1;2:1;25:1
舒展	31:3;1:2;17:1;5:1;8:1
舒散	14:2;7:1
舒服	32:8;1:7;31:6;20:5;26:4;7:4;12:3;5:3;8:3;0:2;10:2;11:2;16:2;18:2;21:2;22:2;24:2;30:2;4:2;13:1;14:1;17:1;28:1;3:1;6:1;9:1
舒服些	7:1
舒泰	17:1
舒畅	24:3;17:1
舒舒服服	1:1;11:1;17:1;26:1
舒适	1:3;31:3;14:1;22:1;8:1
舔	31:2;5:2;13:1;21:1
舞	19:6;17:4;30:4;0:3;15:2;4:2;5:2;1:1;13:1;16:1;24:1
舞会	6:2;30:1;5:1
舞伴	24:1;30:1
舞侣	6:1
舞刀	1:1
舞剑	29:1
舞剧	24:1
舞台	16:3;17:3;22:2;0:1;10:1;12:1;13:1;14:1;20:1;24:1;25:1;27:1;30:1;31:1;6:1;7:1;8:1
舞女	13:2
舞客	31:2
舞弊	20:1
舞影	18:1
舞得	5:1
舞态	8:1
舞来	10:1;30:1
舞止	13:1
舞步	5:1
舞毕	22:1
舞爪	22:1
舞瓜	1:1
舞蹈	24:5;15:3;18:2;28:2;17:1;25:1;27:1;8:1
舞迷	23:1
舞阑后	5:1
舞靴	15:1
舞鞋	5:1
舟子	25:1
舢板	31:2
航海	8:2;0:1;15:1;16:1;22:1;23:1;28:1;3:1;30:1;31:1;7:1;9:1
航程	13:1;26:1;28:1;8:1
航线	31:1
航船	31:2
航行	11:3;0:2;8:2;1:1;12:1;13:1;17:1;5:1;7:1;9:1
般	25:8;17:4;19:4;1:3;29:2;10:1;12:1;13:1;14:1;18:1
般关	17:1
般大	18:1
般威	19:1
般拉到	17:1
舰	0:1
舰长	0:1
舰队	26:7;10:6;25:3;0:2;17:2;24:1;31:1;9:1
舱	28:3;10:1;7:1;8:1
舱口	28:3
舵	10:2;1:1;24:1;31:1;5:1
舵工	31:2;22:1
舵师	26:2
舵楼	31:2;10:1
舷	8:1
船	26:9;28:9;6:9;4:6;24:4;10:3;17:3;19:3;7:3;11:2;31:2;9:13;0:1;25:1;5:1;8:1
船上	10:7;28:7;4:4;9:4;6:3;26:2;31:2;8:14;11:1;14:1;23:1;24:1;5:1;7:1
船主	8:1
船儿	12:1;22:1;28:1;8:1
船匠	7:2
船去	25:1
船只	10:9;8:9;12:6;6:6;26:5;31:4;9:4;0:1;11:1;13:1;14:1;2:1;22:1;25:1;28:1;32:1;4:1;7:1
船夫	21:2;26:1
船头	10:1;28:1;8:1;9:1
船尾	8:1
船工	17:1
船帆	15:2;26:2;12:1;14:1;25:1;6:1
船掉	8:1
船来	26:1
船桅	25:1
船梢	17:1
船毁	28:1
船篷	31:2
船缆	31:2
船老大	28:1
船舱	1:1;28:1;4:1
船舵	31:1
船舶	8:3;10:2;12:2;21:2;26:2;28:2;31:1;5:1;6:1
船舷	6:1
船行	7:1
船要	9:1
船身	26:2;21:1;6:1
船边	4:1
船运	31:1
船里	28:2;6:1
船里载	8:1
船锚	31:1
船长	0:17;31:14;28:12;22:1;26:1
船队	28:1
船难	28:1
艇	8:1
艇子	16:1;8:1
艘	10:4;6:3;26:2;23:1;9:1
良	10:1;4:1
良人	12:1
良会	22:1;3:1;5:1
良伴	27:1
良友	1:1
良善	1:1;11:1;20:1
良夜	26:1
良好	11:3;12:3;14:2;23:2;32:2;19:1;22:1;3:1;7:1;8:1;9:1
良姻	28:1;7:1
良宵	1:1;15:1;5:1
良宵美景	1:1
良家	11:2;3:2;1:1;12:1;16:1;18:1;8:1
良家女子	1:1
良家妇女	18:1;8:1
良心	8:7;13:6;20:6;26:6;30:6;31:6;16:5;28:5;0:4;10:3;19:3;2:3;21:3;27:3;5:3;24:25;1:23;11:2;15:2;22:2;29:2;4:2;17:15;6:13;25:12;12:11;18:11;7:10;14:1;23:1;32:1;9:1
良心不安	24:2
良心话	1:1;17:1;30:1
良方	21:1
良机	12:1;7:1
良母	14:1
良民	23:3;25:1;4:1;9:1
良田	25:1
良盟	25:1
良知	3:1
良种	22:1;24:1
良缘	21:2;25:2;28:2;11:1;17:1;20:1;31:1;5:1
良药	24:3;12:1;23:1;25:1;4:1
良言	11:1;12:1;5:1;8:1
良驹	8:1
艰困	16:1
艰巨	14:1;2:1;30:1
艰深	1:1
艰苦	12:1;17:1;19:1;27:1;3:1
艰辛	8:2;15:1;16:1;19:1;26:1;30:1
艰远	11:1
艰重	28:1
艰险	1:1;25:1
艰难	27:2;0:1;13:1;25:1;26:1;31:1;7:1
艰难困苦	26:1;31:1
色	29:3;15:2;1:1;10:1;20:1;23:1;24:1;25:1;27:1;28:1;3:1;30:1;9:1
色为	8:1
色彩	0:2;1:1;13:1;29:1;31:1;4:1
色欲	29:1
色泽	6:1
色洛加	3:1
色洛末尔陀	3:1
色相	8:1
色胆	18:1
色色	8:1
色衰	25:1
色赋	19:1
色迷	14:1
色迷迷	14:1
色雷斯	29:2;31:2;10:1
色鬼	1:1;23:1
色魔	20:1
艳丽	7:2
艳妆	27:1
艳抹	9:1
艳无双	28:1;5:1
艳福	12:1;21:1;4:1
艳誉	8:1
艳遇	5:1
艳阳	16:1
艳阳天	16:1
艳饰	20:1
艺人	31:3;15:2;2:1
艺术	4:3;19:2;0:1;14:1;15:1;17:1;28:1
艾	7:7;10:35;31:1
艾丽	31:1
艾丽丝	17:30;14:1;18:1
艾丽诺	31:10
艾伦	29:96
艾克斯	27:14
艾古	0:12
艾叶	5:2
艾帕受	13:1
艾帕曼	13:124
艾登	31:14
艾登仗	31:1
艾登提	31:1
艾登氏	31:1
艾西巴	13:64
艾西铎	13:10
节	1:4;17:3;5:3;11:2;18:1;25:1;3:1;31:1;4:1;9:1
节俭	22:2
节制	1:4;14:3;21:2;10:1;12:1;2:1;22:1;23:1;28:1;3:1;31:1;32:1;6:1;7:1
节奏	27:3;0:1;1:1;10:1;2:1;6:1;7:1
节成	25:1
节拍	30:1
节操	16:1
节日	11:3;1:1;17:1;21:1;24:1;25:1;27:1;28:1;3:1;31:1;32:1;5:1
节目	15:1;19:1
节省	13:2;16:1;28:1;31:1
节省下	16:1
节省下来	16:1
节省开支	31:1
节约	24:2
节节	6:1
节行	20:1
节里	5:1
节食	11:2;25:1
芒刺	21:1;23:1
芒须	15:1
芗泽	15:1
芝兰	23:2
芝麻	2:1
芟除	31:1
芥子	15:12
芥末	16:3;1:1
芥蒂	1:2;2:2;24:1;25:1;31:1
芦苇	1:2;14:2;10:1;11:1;12:1;30:1
芦苇丛	1:1
芦草	14:1
芬克	19:2
芬格尔	17:7
芬芳	15:5;12:4;0:3;25:3;7:3;19:2;8:2;1:1;11:1;14:1;22:1;23:1;26:1;29:1;31:1;5:1;9:1
芬芳馥郁	7:1
芯	15:1
芯子	17:1
花	5:6;12:5;31:5;8:5;4:4;1:3;24:3;26:3;6:3;10:2;18:2;3:2;7:2;0:1;14:1;15:1;17:1;30:1;9:1
花上	15:1;18:1;7:1
花丛	31:2;0:1;12:1;21:1
花些	1:2;0:1
花似锦	31:1
花儿	15:3;4:3;12:2;0:1;17:1;24:1;5:1;8:1;9:1
花光	26:2;0:1
花冠	25:2;10:1;31:1;7:1;8:1
花十	30:1
花卉	4:2;11:1;12:1;8:1
花去	1:1;6:1
花名	12:1
花团锦簇	24:1
花园	30:8;23:6;5:6;0:5;27:4;7:4;1:2;17:2;31:10;11:1;12:1;14:1;18:1;19:1;21:1;25:1;29:1;32:1;6:1
花园里	30:5;23:3;7:3;31:2;0:1;1:1;14:1;17:1;18:1;19:1;25:1
花圃	32:1
花圈	30:4;10:2;25:1;4:1;7:1
花坛	15:2
花天酒地	17:1;18:1
花天锦地	19:1
花妍	16:1
花姑娘	1:2
花娘	1:1;19:1
花子	31:2
花完	16:1
花少	31:1
花岗石	31:1
花底	28:1
花开	0:1
花得	1:1;30:1
花得值	24:1
花招	17:1
花掉	6:1
花斑	16:1
花是	18:1
花木	3:1
花朵	19:3;31:3;4:3;22:2;24:2;1:1;10:1;12:1;14:1;15:1;25:1;28:1
花束	15:1;4:1
花来	5:2;15:1;4:1
花果	10:3;15:1
花枝	15:1
花柳	17:2;20:1;9:1
花柳病	17:2;20:1;9:1
花样	26:8;0:3;17:2;3:2;1:2;18:1;19:1;24:1;29:1;4:1;6:1;9:1;10:1;11:1;12:1;14:1;16:1
花样儿	3:1;6:1
花棒	15:1
花毯	9:1
花汁	15:3
花池	27:1
花漆	5:1
花炮	24:1
花烛	2:1;24:1;3:1
花环	15:2;32:1;7:1
花瓣	12:2;14:2;22:1;29:1;31:1
花生	28:1
花用	26:1
花甲	12:1
花白	20:2;14:1
花神	4:1
花篮	8:1
花粉	26:1
花纹	7:2;12:1;31:1
花结	1:1;27:1
花编	31:1
花脸	14:1;30:1
花腔	3:9;27:8;10:7;20:6;22:6;17:5;29:5;6:4;32:3;7:3;31:25;2:11;13:1;14:1;15:1;16:1;21:1
花色	16:2
花花	16:1;5:1;6:1
花花绿绿	6:1
花茵上	15:1
花草	1:1;17:1;20:1;8:1
花荫下	0:1
花菜	17:1
花葩	1:1
花蕊	17:1
花蕾	11:2
花蛇	15:1;29:1
花蜜	8:1
花街	7:1
花街柳巷	7:1
花衣	20:1;28:1
花衣裳	28:1
花言巧语	1:1;10:1;16:1;17:1;21:1;24:1;25:1;29:1;3:1;31:1;5:1
花费	1:1;13:1;14:1;18:1;25:1;31:1;6:1;9:1
花边	23:3;0:1;16:1;19:1;30:1;31:1;4:1
花过	18:1
花采	15:3;12:1
花钱	18:2;9:2;26:1;31:1;8:1
花香	0:2
花鸟	8:1
芳	11:1;3:1;4:1;5:1
芳名	17:2;31:2;8:2;20:1;9:1
芳唇	12:1
芳姿	31:1
芳容	30:1
芳心	11:2;15:2;12:1;14:1;17:1;30:1
芳泽	10:1
芳洁	31:1
芳草	27:2;19:1
芳蜜	5:1
芳踪	19:1;23:1
芳酿	10:1
芳香	14:2;10:1;15:1;19:1;26:1;29:1;5:1;6:1;7:1
芳馥	7:1
芸芸	2:1
芸芸众生	2:1
芸香	7:2;25:1;27:1;4:1
芽	25:1
芽苗	10:1
苇丛	1:1
抱疾方剧	6:1
抱病	10:1;31:1;8:1
抱考	20:1
抱负	31:1
抱赫米	4:1
抱起	20:1
抵	1:1;10:1;17:1
抵不上	12:1;17:1;19:1;2:1;20:1;21:1;25:1;4:1
抵不住	28:1
抵不过	24:2;14:1;5:1;7:1
抵偿	31:3;12:2;13:2;25:2;2:1;20:1;22:1;23:1;27:1;28:1;29:1;5:1;7:1;8:1;9:1
抵命	13:3;29:2;5:2;6:1
抵得	10:4;2:4;1:3;12:2;25:2;30:2;14:1;17:1;23:1;27:1;28:1;31:1;5:1;8:1
抵得住	5:1
抵得过	2:4;12:2;1:1;10:1;14:1;28:1;30:1;31:1
抵御	28:3;32:3;2:2;20:2;21:2;4:2;5:2;1:1;12:1;26:1;27:1;29:1;8:1
抵抗	12:3;31:3;2:2;20:2;0:1;10:1;14:1;17:1;21:1;23:1;25:1;3:1;32:1;8:1
抵抗得住	31:1
抵押	13:3;4:2;6:2;1:1;12:1;18:1;19:1;21:1;31:1
抵押品	21:1
抵挡	1:3;31:3;0:1;12:1;17:1;2:1;20:1;21:1;4:1
抵港	12:1
抵罪	0:1;23:1
抵触	2:1;21:1;6:1
抵账	1:1
抵赖	23:4;30:3;0:2;3:2;4:2;1:1;20:1;22:1;7:1;9:1
抵销	2:1;23:1;26:1;3:1;32:1;7:1
抹	26:3;1:1;11:1;19:1;2:1;20:1;21:1;24:1;32:1;4:1
抹布	5:1
抹掉	8:1
抹杀	12:1;13:1;22:1;27:1;32:1
抹消	12:1
抹煞	2:2;21:1
抹粉	7:2;12:1;15:1;20:1;4:1
抹脸	11:1
押	17:4;27:4;20:3;1:2;25:2;28:2;29:2;3:2;7:2;31:10;12:1;2:1;24:1;26:1;30:1;4:1
押下	31:2;3:1
押乡	29:1
押到	17:1
押勃	3:1
押华	1:1
押宝	3:1
押往	31:1
押来	24:1
押解	12:1;24:1;31:1
押解到	24:1;31:1
押赛	31:2
押赫米	4:1
押赴	31:1
押起来	3:1
押送	19:1;2:1;25:1
押韵	30:3;7:1
抽	3:6;20:5;23:4;19:3;21:2;24:2;26:2;7:2;1:1;10:1;13:1;14:1;15:1;16:1;18:1;2:1;30:1;31:1;4:1;8:1;9:1
抽不出	13:1
抽出	11:1;16:1;19:1;25:1;31:1
抽出去	11:1
抽到	26:1
抽干	20:1
抽弄	19:1
抽得	19:1
抽打	19:1
抽搐	28:2;19:1;20:1
抽搐起来	28:1
抽税	24:1
抽筋	12:1;16:1;28:1
抽签	10:3;21:2;6:2;8:1
抽芽	17:1
抽调	12:1;31:1
抽象	23:1
抽象地	23:1
抽身	6:2;12:1;13:1;21:1
抽过	10:1
抽风	31:1
抿	0:1
抿住	32:1
拂	15:2;11:1;14:1;31:1;32:1
拂拭	21:1
拂掉	3:1
拂过	12:1
拂逆	2:1;3:1;32:1
拄杖	11:3
拄着	31:1
担	1:1;15:1;16:1;20:1;26:1
担个	0:1
担任	31:6;24:4;4:4;14:1;25:1;26:1
担保	24:8;17:4;4:4;12:3;15:3;13:2;14:2;2:2;27:2;28:2;3:2;6:2;1:14;0:1;16:1;18:1;20:1;23:1;25:1;26:1;29:1;30:1;31:1;7:1;8:1
担子	31:2;25:1;30:1;4:1
担当	31:6;17:2;20:1;21:1;23:1;24:1;26:1;29:1;8:1
担待	16:3;15:2;29:2
担心	1:6;11:5;12:4;14:4;25:4;26:4;0:3;18:3;6:3;15:2;21:2;22:2;23:2;32:2;7:2;31:13;4:12;17:1;19:1;20:1;27:1;28:1;29:1;3:1;30:1
担忧	10:3;31:2;2:1;22:1;29:1;6:1
担惊	22:1;31:1;32:1
担惊受怕	31:1;32:1
担承	31:2;0:1;19:1;23:1;25:1;4:1
担着	13:1;2:1
担负	2:2;27:2;31:2;8:2;1:1;10:1;14:1;21:1
担起	25:2;12:1;15:1;2:1;31:1
担起来	31:1
拆	6:2;16:1;21:1;9:1
拆下	29:1;31:1
拆下来	29:1
拆为	2:1
拆信	26:1;3:1;32:1
拆分	15:1;21:1
拆开	20:3;6:3;0:1;11:1;16:1;18:1;25:1;27:1;4:1;7:1
拆开来	20:2;0:1;6:1
拆掉	31:2
拆散	4:2;12:1;16:1;26:1;28:1;31:1;5:1;9:1
拆桥	25:1
拆毁	2:2;7:2;23:1
拆阅	20:1
拆除	23:3
拇	2:3;1:1
拇指	5:6;22:2;1:1;14:1;19:1
拈	10:1
拈不起	29:1
拈出	25:1
拈弄	2:1;30:1
拈针	14:1;8:1
拈阄	9:1
拉	10:7;32:6;0:5;31:5;8:49;5:4;6:4;24:3;21:24;1:2;14:2;17:2;18:2;20:2;26:2;3:2;30:2;29:11;11:1;12:1;13:1;19:1;22:1;27:1;4:1;7:1
拉一拉	5:1
拉丁	18:6;14:3;17:2;24:2;16:1;19:1;6:1
拉丁文	18:6;14:3;16:1;17:1;19:1
拉丁语	24:1
拉上	21:2;24:1
拉上来	3:1
拉下	4:3;20:2;6:2;10:1
拉下脸	6:1
拉下脸来	6:1
拉些	2:1
拉伯	10:1;16:1;2:1;22:1;26:1;28:1;6:1
拉伯雷	16:1
拉住	1:2;23:2;5:2;15:1;16:1;17:1;18:1;19:1;26:1;27:1;28:1;31:1;32:1;4:1;7:1;9:1
拉佛	3:110
拉佛下	3:1
拉佛及	3:2
拉佛率	3:1
拉克	28:7;25:41;32:2;5:2;31:1
拉克斯	28:7
拉出	29:2;1:1;17:1
拉到	17:1;4:1
拉古	9:14
拉唱	5:2
拉塞	3:2
拉塞尔	3:2
拉多	25:3;27:2
拉姆	3:137;0:1
拉尔	14:1
拉尔夫	14:1
拉山德	15:101
拉山德及	15:1
拉平	9:1
拉庇	8:2
拉底	10:1
拉开	1:1;10:1;11:1;32:1;4:1;6:1;7:1
拉弓	29:1;5:1
拉得	31:1
拉德	30:32
拉惯	26:1
拉戈	23:3
拉扯	10:1;16:1;18:1;24:1;7:1
拉拉	18:2;15:1;21:1;24:1;3:1
拉拉扯扯	18:1
拉拢	31:5;17:3;0:1;16:1;18:1;32:1;4:1
拉摩	7:1
拉断	1:1;14:1;2:1
