猜猜	23,31
逃往	24,31
逃得	20,29,32
逃掉	4,11
逃犯	1,25
逃生	4,9,10,25,31
逃离	31
逃窜	1
逃脱	7,10,17,24,31
逃走	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,26,27,28,29,30,31,32
逃跑	1,3,5,6,10,17,19,31
逃边	31
逃过	1,6,7,8,11,13,17,19,30
逃进	9,21
逃远	32
逃遁	12
逃避	2,5,7,9,10,11,12,15,16,19,20,21,22,23,25,26,31,32
逃避责任	21
逃难	31
逆	20,27
逆亲	20
逆伦	7,20
逆党	27
逆境	25,31
逆天	7,27
逆子	7,20,29
逆性	7
逆意	2
逆施	3,31
逆来顺受	7,27,31
逆水	31
逆流	7
逆犯	27
逆种	25
逆臣	31
逆行	26
逆谋	1,20
逆贼	20,31
逆运	5,13,16,22,25,28,30
逆风	1,2,14,27,31
选	0,1,2,3,4,5,6,21,29,31
选上	31
选下	31
选不中	6
选中	1,2,3,4,5,6,7,11,12,14,23,24,26,28,29,31
选为	2
选举	2,29,32
选人	29
选他	2,31
选像	0
选出	2,16,31
选到	31
选去	23
选取	3,4
选好	3
选定	5,6,10,16,21,23,24,26,29,30,31
选得	6,8,9,31
选才	6
选择	1,2,3,5,6,7,8,11,12,14,15,19,20,21,26,29
选来	23
选错	6
逊	3,13
逊人	27
逊色	6,12,14,19
逍遥	9,12,16,20,23,25,26,27,31
逍遥法外	12,20,23,25
逍遥自在	25,27,31
逍遥自得	26
透	1,4,6,8,16,17,19,25,28
透一透	12
透不出	1
透不过	1,15,21,24,27,28
透不过气	1,15,21,24,27,28
透不进	5,7
透了心	29
透克洛顿	12
透出	4,32
透出来	32
透彻	18,21
透明	0,19
透水	1,7
透过	7,11,32
透露	3,7,9,12,19,21,22,23,24,31
透顶	1,3,19,23,24,26,31
透风	32
逐	6,16
逐一	3,21
逐出	1,2,3,10,11,16,17,22,25,26,28,31
逐利	13
逐到	8
逐境	7
逐条	12
逐渐	7,10,12,22,28,31,32
逐退	13
逐鬼	9
逐鹿	19
递	29,31
递上	1,20,31
递上去	1,20,31
递交	4
递到	3
递来	31
递给	1,24,25,31
递补	26
递过	25
递过来	1
递送	7
途中	0,1,6,11,17,19,25,28
途径	2,14,17,25
途程	24,27,28,32
途穷日暮	10
逗	1,10,15,16,19,24
逗不起	9
逗乐	19
逗人	7,16,19
逗出	26
逗引	10
逗得	1,18,24
逗我	14,16
逗留	1,5,10,12,13,17,21,22,24,31
逗着	18
通	0,8,11,13,18,22,26
通不	0
通人	11,20,23,31
通信	11,28
通到	1,11,27
通力	21
通力合作	21
通同	18
通同一气	18
通向	17
通告	10,23
通商	6
通声气	27
通夜	12
通奸	1,4,10,13,16,19,20,23,25,26
通好	4
通婚	31
通宵	1,7,17,22,25,31,32
通往	29
通性	13
通报	1,4,12,13,15,16,21,23
通敌	2,10
通晓	1,12
通有	6
通权达变	2
通水	2
通泰	29
通牒	21
通用	1,27,31
通病	9
通知	0,1,2,3,4,5,6,7,8,10,11,12,14,16,18,20,21,22,23,24,25,26,30,31
通红	1,8,10,18,19,21,27
通而生	14
通至	6
通融	1,3,6,7,8
通行	2,9,12,13,16,17,21,23,29
通行无阻	2
通行证	17
通衢	6,8
通衢大道	6
通讯	12
通话	16
通谋	31
通达	14,25
通达事理	14
通通	17
逛	0,1,8,25
逛逛	10
逝	7
逝世	1,13,24,30,31
逝去	25,28,31
逝水	9
逝者	25
逞	1,3,5,6,13,21,27,29
逞凶	31
逞威	2,21
逞威风	2,21
逞强	17
逞胜	31
速	7,23
速去	13,25
速度	1,7,10
速成	14
速来	25
速行	12
造	1,3,5,7,8,9,10,13,16,21,26,27,28,30
造下	0,3,6,7,12,19,20,26,27,30
造不出	2
造作	7,18,19,20
造出	4,7
造出来	4
造化	0,1,2,5,7,8,10,12,13,17,18,19,20,23,25,26,27,29,30,32
造化弄人	17
造反	1,10,13,21,24,25,28,31
造孽	6,23,24,31
造它	20
造就	0,17
造币	1
造得	4,7,10,13,31
造成	1,2,3,4,5,6,8,10,12,13,14,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32
造桥	30
造物	0,3,4,5,12,13,16,18,20,21,22,23,25,27,30,31,32
造物主	5,25,27,31
造物者	12,25
造福	8,31
造纸	31
造纸厂	31
造船	7
造诣	14
造谣	2,3,4,10,11,14,18,20,23,27,30,31
造谣中伤	11
造谣惑众	2
造谣生事	2,4,18,30
造谣言	3,4,14,30
造谣诽谤	23,27
造起	31
逡巡	30,31
逢	1,6,8,15,17,20,31
逢君之恶	31
逢场作戏	1,3,17,23,26
逢迎	0,2,7,8,11,13,19,20,22,27,30,31
逭	12,23
逮捕	0,1,2,4,5,7,9,17,20,24,26,27,31
逮捕令	24
逸	27
逸乐	3
逸兴	1
逸步	8
逸致	10,25
逸荡	25
逻	26
逻辑	14
逻骑	5
逼	1,2,3,4,5,6,8,9,12,14,15,16,17,19,20,21,24,25,26,31,32
逼不得已	10,20
逼人	5,6,13,18,25
逼人太甚	18
逼出	27
逼到	15,32
逼射	1,27
逼尖	10
逼得	25
逼死	30,31
逼真	4,11,12,14,30
逼视	31
逼近	1,20,23,25,27,32
逼进	7
逼迫	16,26,27,32
逾分	20,29
逾越	1,7,9,11
逾越节	11
逾量	1,13
遁	11,29
遁入	32
遁形	3,27
遁迹	1
遁避	7
遂	6
遂心	31
遂意	31
遂致	3
遇	14,15,24,25,26
遇上	24
遇事	12,21,23,31
遇事生风	31
遇到	1,4,7,9,11,12,14,18,22,24,28,31
遇合	12
遇堡	31
遇害	7,31,32
遇得巧	9
遇救	4,28
遇水而亡	31
遇着	9
遇见	1,2,3,4,5,7,9,10,11,12,13,14,15,16,18,19,20,21,22,24,25,28,29,31,32
遇险	8,9,25
遇难	6,23,24,25
遍	1,12
遍以	11
遍传	21
遍体	1,7,17,18,25,27,28,31
遍体鳞伤	17,18,25,27,28,31
遍历	29,32
遍受	13,26
遍吻	11,12,22
遍告	16
遍地	12,14,16,17,25,31
遍尝	23
遍布	6
遍身	1,10,28
遍阅	1
遏制	11,26,31
遏抑	12,19
遏止	24,29
遏阻	7
遐想	25
遐迩	19,31
遐迩闻名	19
遑	3,31
道	0,2,3,4,5,6,7,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,27,28,29,31,32
道义	7,13,21
道人	24,31
道儿	31
道克	27,31
道别	2,4,10,12,16,21,25,27,31
道喜	6
道士	8,16
道夫	0,1,17,18
道妹	23
道学	14,23
道平	6
道德	0,2,3,8,13,14,17,20,21,23,24,28,30
道德品质	20
道德哲学	21
道拉培拉	10
道旁	3,6,15,23
道明	31
道格	1,30
道格拉斯	1
道歉	2,5,9,10,25
道理	0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,28,30,31,32
道破	22
道纳本	22
道芬	20
道行	5,9,31
道袍	0,1,18,23
道谢	0,4,9,13,14,16,24,25,26
道貌	1,6,7,13,20,23,24,27,31
道貌岸然	1,6,7,13,20,23,24,27,31
道贺	15,25
道路	2,4,6,12,15,17,19,24,25,27,28,29
道道儿	31
道长	1
道院	6,11
道高德重	1,5,6,23
遗下	1
遗产	3,6,12,13,14,20,27,31,32
遗传	1,16,24,27
遗体	7,25,31,32
遗余	17
遗像	4
遗命	1,6
遗嘱	0,5,6,8,10,13,16,27,31,32
遗失	4,5,6,12
遗容	31
遗弃	1,2,3,7,9,10,11,15,16,20,21,23,28,29,31
遗影	25
遗徽	31
遗志	31
遗忘	1,2,3,8,16,21,23,24,29
遗念	1
遗恨	5
遗憾	3,4,13,22,24
遗武	29
遗漏	8,32
遗物	3,8
遗留	8,12,13,17,20,24,26,27,28
遗留下	8
遗留下来	8
遗瞩	32
遗瞩上	32
遗臭	31
遗臭万年	24
遗范	27
遗言	27
遗骨	17
遗骸	27,31
遛	24
遣	1,4,14,26
遣使	10
遣往	10
遣散	1,20,27,29,31
遣散费	31
遣送	5,10
遣送出境	5
遥对	17
遥望	6,26
遥见	29
遥远	17,24,28,31
遨游	3,4,10,18,30,31
遭	0,1,2,3,4,6,11,12,13,16,17,18,20,21,23,25,26,29,30,31,32
遭人	8,20,27
遭人暗算	8
遭到	0,1,2,3,4,5,6,7,8,9,10,13,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32
遭受	1,4,9,10,13,17,21,23,24,25,26,27,29,31
遭咎	19
遭天	21,25
遭奥菲狄	2
遭害	25
遭强暴	15
遭斥	6
遭殃	2,3,24,25,31
遭灾	13
遭瘟	1,7,28,31
遭过	27,29
遭逢	1,4,5,6,7,12,13,20,26,31
遭遇	0,1,2,3,4,5,7,8,10,11,12,16,20,22,25,26,28,29,31
遭际	4,8,13,20,27
遭难	6,8,28,31
遭风日	6
遮	5,7,11,19,20,31,32
遮不住	8,20
遮住	1,3,5,6,12,22,24,26,31
遮体	7
遮天	23
遮得	18,29
遮拦	27
遮掩	1,2,3,5,6,7,8,12,18,19,20,21,22,23,25,26,27,29,30,32
遮掩起来	8,21
遮断	31
遮暗	15,28
遮满	29
遮盖	1,9,13,18,20,26,27
遮盖起	26
遮盖起来	26
遮眼	9
遮羞	5,8
遮荫	16,24
遮蔽	1,19,20,22,27
遮蔽着	19
遮藏	9
遮起	3,20
遮起来	3,20
遮身	7,20
遮过	5,22
遮隔	31
遮风	7
遴选	24,31
遴选出	31
遴选出来	31
遵	4,12,16,22,23,24,31
遵从	1,6,7,9,11,20,29,31,32
遵其	12
遵台命	19,23
遵命	0,4,6,8,10,11,13,16,17,19,23,24,25,31
遵守	1,5,6,7,17,19,21,23,27,29,31
遵旨	24
遵行	15
遽	16,30
遽别	6
遽尔	8
避	3,4,5,26
避一避	7,12,22,31,32
避世	13
避之而	15
避人眼目	26
避免	1,2,4,5,7,8,10,11,12,13,16,17,18,21,23,24,25,26,27,30,31,32
避冷	13
避嫌	26
避害	10
避开	2,5,7,9,12,20,28,31
避得	32
避立	14
避轻	26
避过	0,4,8,15,16,22
避避	1,23
避难	8,17,31
避难所	17
邀	9,12,24,27
邀作	24
邀功	4,22
邀功求赏	22
邀取	10
邀天	7
邀天眷	8
邀恩眷	26
邀截	10
邀美人	11
邀荷	29
邀获	12
邀蒙	1,27
邀请	0,5,6,10,13,16,19,21,24,25,27,28,31
邀赏	20
邑	31
邓	19
邓勃	1
邓司	31
邓和安提	15
邓肯	22
邓西嫩	22
那一	31
那一剑	26
那一诫	23
那丁	23
那万	25
那上	17
那下	2
那不勒斯	6,14,26,28,31
那不受	17
那不干	11
那丑	31
那丫头	1
那为	10,12,27
那久	17
那也好	18,20,23,26
那乡	19
那乱法	1
那事	7,15,23,28
那五泰伦	13
那亲	1
那人	4,11,12,17,24,31
那人君	17
那仅	27
那仙	8
那以	1
那仰	27
那件	1,4,8,10,14,18,22,23,24,25,26,28,31,32
那件事	1,8,10,22,23,24,26,31,32
那份	17
那伙	25
那会	2,3,4,16,20,22,26,31,32
那伸	8
那位	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32
那使	17,21,25,26,27,28,29,31,32
那信	0,13
那信里	6
那倒	12
那像	8,11,21,27
那克洛顿	12
那全	30
那公子	12
那写	12
那净澈	12
那准	3,15
那出	7
那利酒	1
那削	20
那剑	17
那加	17
那匹	1,3,10,14,17,27
那匹会	19
那匹马	0,14
那华	31
那原	17,25
那双	0,2,7,8,9,10,11,16,17,18,21,25,29,31
那受	8
那口	22,28
那口钟	28
那句	4,9,16,27
那句话	1,2,20,22,26,27,32
那可发	19
那可奇	26
那可怪	13
那可悉	6
那可真	5,11
那可要	1,6,7,18,23,30
那可难	1
那司	1,10,14
那名种	17
那后	7
那品	9
那唱得	5
那嚼	17
那回	1
那回事	0,4,20,23
那场	7,16,28,31
那坏	7
那块	1,4,21,24,28,31
那城	5
那堆	28
那堡	25
那多	6
那够	1
那大	14
那天	1,2,4,5,10,12,14,15,16,17,18,22,25,26,27,28,30,31,32
那太	1,21,23,31
那太快	23
那太老	0
那头	0,1,4,8,11,14,16,17,18,20,21,29,30
那头鹿	19
那套	12,17,24
那好	18,31
那孺慕	4
那守	17
那安提	8
那宗	31
那宝贝	23
那害	7,29
那家	1,3,4,10,11,12,13,14,16,18,20,23,24,26,32
那家伙	1,3,4,10,11,12,13,14,16,18,20,23,24,26,32
那封	7,29
那尊	21
那小	31
那小兽	31
那小子	5,11,22,30,32
那小王	1
那就好	1,2,6,17,23,26,29,31
那就是说	2,4,7,16,19,21,25,28,31
那巧	14
那差	10
那帮人	1
那幅	11,18
那幕戏	7
那干	26
那年	5
那座	0,13,20,21,27,31,32
那开	17
那张	1,14,31
那得	31
那御杖	17
那心	8
那怎么行	13
那怪	17
那恨	24
那恶	15
那愚	11
那愤火	4
那战	21
那手儿	19
那才	0,1,5,7,8,10,11,12,13,14,15,16,18,19,21,22,26,29,30,31
那才够	29
那才真	12,28
那托	30
那托及	30
那托同	30
那托家	30
那批	1
那换	9
那支	0,2,22,32
那放	28
那敬师	8
那文	18,24
那斯	10
那斯上	10
那斯克普	17
那斯及	10
那斯同	10
那斯率	10
那斯自	10
那方	26
那日	5,10
那明明	32
那有	0,3,6,7,10,11,26,29,30,31
那未	1
那末	25,31
那本	18,27
那本书	32
那朵	17
那村	19
那条	0,1,2,5,7,9,10,14,15,17,18,20,21,22,23,24,26,28,31
那来	5,10,14,30
那枝	0
那枝笔	6,30
那柄剑	2,32
那染	1
那树	31
那株	10,28,29
那样一来	1
那样的话	0,10,12,15,17,21,23,25,27,31
那根	9,21
那根木	9
那桩	31
那桶	28
那棒儿	18
那棵树	24
那次	0,1,4,10,12,27,31
那正	23,31
那段	17
那比	16,20,31
那水	7
那沸烫	17
那泛	17
那波	1
那注	23
那泰莎	8
那流	7
那海	26
那海丽娜	3
那涡	28
那淋下	19
那炯察	27
那点	1,7,17,19,24,31
那烂	17
那熊	4
那爱	19
那爱汁	15
那片	7,17
那狗	12
那班	1,3,7,8,14,17,18,19,20,25,31
那班人	1,18
那班人来	20
那班像	20
那班受	8
那班善	7
那琴	14
那瓦	19
那瓦王	19
那生	21
那用	6,15,16,24,27
那番	25
那病	1
那痴愚	15
那白	19
那皮	23
那盏	22
那直	5
那真	1,9,14,16,23,26,31
那瞪着	17
那确	4,23
那神锤	25
那种	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32
那空	27
那窄	25
那童儿	1,18
那笔	0,1,13,16,18
那篇	3
那篱雀养	20
那罗瑟琳	16
那群	2
那耳喀索斯	5,10
那股	1,2,10,17,18,21,24,31
那胖	18
那腿	2
那舍	12
那船	4
那艘	6,20
那花	15
那英俊	31
那葛	17
那蒙脸	7
那薄	19
那蠢	0,20
那血	14
那行	23
那要	1,14,30
那记	1
那许	31
那诗	25
那话	10
那话儿	30
那该	1,5,21
那请	17
那谋	27
那赫力	8
那身	16,19
那还用说	1,13,14,18,21,24
那造	21,26,27
那金	6
那金球	17
那钟	25
那钱	17
那长	10,13
那门	31
那间	1,4,15,20,25
那面	2,3,4,15
那顶	22,25,31
那颗	0,3,6,7,13,14,17,18,20,21,24,25,26,30
那颗星	7,30
那首	19
那首歌	19,30
那马	1,14
那高	1
那鱼	4
那鹿	16,19
邦	8,9,28,29
邦交	17
邦国	1,17,28,31
邦基	29
邦弗雷	1,25,27,31
邪	18,24
邪僻	22
邪徒	5
邪心	3,8,21,26
邪念	17,18,25,26,31
邪恶	1,3,5,6,7,8,9,10,12,17,24,26,28,29,31
邪术	26
邪气	20
邪神	12,30
邪行	19
邪说	12,15,24
邪路	6,19
邪途	27
邪道	0
邪门	18
邪门儿	18
邪鬼	28,31
邪魔	0,14,31
邪魔外道	0
邮差	24
邮袋	24
邸	20,27
邸宅	6,25,31
邻	8,11,13,17
邻人	2,5,12,16,30,31
邻人们	2
邻国	8,24
邻家	12,25
邻居	1,3,4,6,8,14,15,16,17,19,31
邻居们	1
邻接	20
邻村	16
邻近	1,3,8
邻邦	1,17
邻里	14
郁其	30
郁利克	7
郁塞	31
郁积	2,9
郁结	7,29
郁郁	1,4,7,8,9,10,12,20,21,24,29,30,32
郁郁不乐	8,9,10,20,21,30,32
郁郁寡欢	7,12,24
郁金	23
郁金香	23
郁闷	4,7,20
郊外	5,15,21,23,31
郊野	19,29
郎	0,4,25,30
郎中	14,23
郎儿	16
郎君	3,5,7,8,14,18,26
郎当	11
郑重	0,1,2,3,5,10,14,17,19,21,24,27,28,29,30,31,32
郑重其事	3,5,30
郑重声明	1,5,19,27
郝颜	27
郡	1,18,24,25,27,31
郡主	16,17,28,31
郡吏	1,5
部下	1,2,10,13,20,26,31
部位	3
部分	1,2,3,4,5,6,7,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
部将	26
部属	2,26,31
部族	2
部署	1,2,17,22,31
部落	26
部队	2,10,13,17,20,25,31
郭	28
郭公	18
都划	14
都化	28
都受了	21,30
都城	25
都尔城	31
都尔契	3
都市	8,16
都斯加	3
都治好	28
都能安	7
都行	7,23,31
鄙俗	19
鄙俚	19
鄙夫	3
鄙夷	2,17
鄙夷不屑	2
鄙弃	8,20,25,30
鄙薄	31
鄙视	7,8,24,31
鄙贱	0,6,32
酋	31
酌留	17
酌量	20
配	7,11,12,14,16,18,19,31,32
配下	12
配不上	3,6,12,26,30
配住	4
配偶	4,21,29,31
配制	3
配力	8,19
配合	3,4,7,11,12,30
配合起来	3,30
配备	1,23
配好	5
配妥	24
配嫁	4
配对	16,17,19,20
配当	24
配得	3,6,10,12,18,21,24,26
配成	12,19,30,31
配戴	24,31
配拉定	32
配着	12,13,18
配给	3,5,9,11,12,19,28,30,31
配角	25
配起	15
酒	0,1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,18,21,22,23,25,26,28,29,30,31,32
酒二	1
酒使	15
酒保	1,5,13,18,19,21,23
酒儿	1
酒具	18
酒力	1,17
酒及	32
酒后	10,26
酒后失态	10
酒吧	13
酒味	1
酒囊	1
酒国	10
酒壶	1,14,31
酒席	2,4,8,13,14,28,31
酒店	1,5,7,9,11,12,14,17,18,23,26,27,29,30,31
酒徒	7
酒替	26
酒来	0,1,5,7,10,13,14,18,22,26
酒杯	1,4,7,18,22,24,27
酒桶	1,7,18,19,25,28
酒棍	26
酒楼	23
酒池肉林	22
酒涡	4,10,13,21
酒液	1
酒瓶	0,1,14,18,28
酒疯	0
酒白	18
酒神	10,19
酒窖	22,25,26
酒筵	14
酒精	9
酒糟	1,22
酒糟鼻	1,22
酒肆	27
酒肉	1,2,13
酒肉朋友	1
酒肴	9,29
酒色	10
酒菜	18
酒账	11
酒足值	1
酒辞	17
酒都	26
酒醉	7,22,28
酒里	1,14,18,20,25
酒量	10,26,28
酒钱	1,9,14
酒食	2,6,9,10,13,14,29,32
酒食征逐	13,32
酒馆	0,20
酒鬼	0,1,6,8,9,18,19,26
酗酒	0,1,3,7,13,15,20,22,23,25,26,28
酗酒闹事	25,26
酝酿	8,10,13,22,26,31
酡	29
酣	15,16
酣梦	21
酣然	1,5,10,28
酣熟	15
酣畅	1
酣眠	10,26
酣睡	0,1,5,6,7,15,21,27,28
酣醉	0,15
酥	28
酥胸	10,12,25
酩酊	7,10,26
酩酊大醉	7,10,26
酬偿	25
酬劳	0,5,6,8,10,11,12,13,17,18,19,20,22,25,26,29,30,31
酬庸	2,31
酬德	12
酬报	0,2,3,4,6,7,8,9,10,11,14,16,21,22,27,28,29
酬答	0,1,2,13,16,22,23,27,29
酬谢	6,15,18,20,25,31
酬酢	13,19
酱油	1,5,17
酱色	1
酵	21
酵来	21
酵母	21
酷刑	2,3,4,5,8,10,20,21,25,26,27,29,30,31
酷吏	13,27
酷暑	31
酷热	16
酷肖	4,7
酷虐	20
酸	0,1,2,7,18,20,30
酸心	31
酸性	6
酸楚	18
酸模	28
酸溜溜	3,30
酸痛	5,16
酸辛	31
酸麻	18
酿	29
酿上	11
酿得	11,21
酿成	1,2,8,10,26,31
酿造	17
酿酒	12,17,18,20
醇酒	10
醇酒妇人	10
醉	8,10,13,14,18,22,26,27,28
醉乡	1
醉人	14,16
醉倒	22
醉后	22
醉呓	28
醉得	10
醉心	7,26
醉意	17
醉步	0,10
醉步跄	12
醉汉	0,5,7,10,14,16,20,26,28,29,30
醉舞	7
醉话	18
醉酒	0,15,23,25,28
醉酒者	15
醉醺醺	28
醉鬼	1,9,24
醋	0,1,5,6,7,18,22,26
醋劲	18
醋劲儿	18
醋天	18
醋意	18
醒	1,5,6,9,11,12,14,15,20,21,22,23,25,26,28,29,30,31
醒世	13
醒悟	25
醒时	25
醒来	5,6,8,10,12,14,15,18,20,21,22,23,25,26,27,28,29,30,31,32
醒目	24
醒过来	1,4,5,7,8,11,14,16,20,22,25,28,30,31,32
醒醒	8,12,14,15,23,28,32
醺醺	28
采	3,15,19,27
采一	4
采下	1,15
采冠	8
采到	14,29
采取	1,2,3,4,5,7,8,10,12,17,18,20,21,22,24,25,26,27,29,30,31,32
采取任何	8
采地	1,27,31
采宝	21
采得	21
采成球	28
采摘	5,8,11
采来	7,17
采物	31
采用	2,21,24,31
采纳	3,19
采花	1,15,31
采蜜	1,21
采选	12
采邑	10,27,31
采金	20
采集	1,6,28
釉彩	9
释	20
释免	13
释嫌	5,29
释放	0,1,11,17,23,28,29,31
释返	28
释重	14,30
里	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
里业	0
里亚	0,10,31
里亚安下	10
里亚干	10
里亮	5
里人	5
里会	6,7,16,17,21
里作	7,16
里克	7,16,23
里加	0,32
里塔	26
里塞得	17
里士满	25,31
里外	14
里头	1,2,4,5,6,7,15,17,18,19,21,24,26,29
里奥	0,3,4,5,6,8,11,12,30
里姆	14,31
里安	2,9,19,28
里射出	5,7,30
里尔	14,20
里屋	8
里开	0
里弄	31
里弹	1
里悟	8
里掇	19
里斯	3,5,6,8,14,17,21,28,31
里斯本	6
里昂	4,10,11,15,16,30,31
里曼	3
里来	1,12,31
里根	20
里流	10,14,22,27
里照	12,32
里特	15,17,31
里纺	0
里维娅	5
里耐尔	19
里芒	15
里装	18,22
里诺	6
里诺上	6
里诺及	6
里诺同	6
里载	30
里边	1,2,3,7,9,18,19,20,24,25,27,29,30,32
里醒	5
里长	1,28
里雄鸽	16
里露	6
里面	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32
重	0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
重上	0,1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,20,22,26,27,28,29,30,31,32
重于	1,12
重云	25
重些	25
重享	3
重价	1,8
重任	19,20,25,26,31,32
重伤	1,3,5,10,12,20,21,26,29,31
重伤风	10
重债	13
重做	10,13
重刑	23
重创	12,17,21,27,31
重利	30,31
重办	23
重务	26
重压	5,8,12,16,19,20,22,25,26,27,28,30,31,32
重叙	8
重叠	17
重吐	9
重咒	3
重哩	18
重唱	11
重围	12,22,27,31
重圆	11,23
重地	4,7,9,23,24,27
重复	24,31
重大	1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32
重大损失	25
重大过失	3
重婚	25
重寄	7,31
重庆	25
重开	13
重得	4,30
重心	25
重念	17
重托	3,8,23
重担	1,5,6,7,17,20,24,25,27,31
重振	1,31
重提	3,10,26
重提旧事	3
重操旧业	23
重敦盟	29
重整	1,7,23,27,31
重整旗鼓	1,27,31
重新	1,2,3,4,5,6,7,8,9,10,12,13,14,15,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32
重新分配	32
重新制定	2
重新命名	5,25
重新得到	3,4,5,8,15,29
重新聚合	28
重望	13
重来	31
重案	19
重泉	15
重洋	4,8
重流	25
重浊	17,18
重温	1,26
重炮	21
重物	27
重用	0,10,20,21
重申	10,23
重病	1,14,19,20,27,31,32
重症	13
重罚	3,10,23,30
重罪	0,1,7,8,13,19,20,22,23,27,28,29,31
重考	24,31
重聚	1,15
重能	31
重臣	31
重荷	2,13,32
重获	25,31
重装	1
重要	0,1,2,3,4,5,7,10,11,12,13,14,16,17,19,20,21,22,23,24,25,26,27,31,32
重要性	26
重见	22,25,27,31
重见光明	31
重见天日	22,25
重视	1,2,3,4,7,8,12,13,15,16,19,20,21,23,26,27,28,29,30
重誓	6,8,19,21
重说	2,4
重读	19
重谢	0,7,18,26
重负	2,7,8,14,23,27,30
重责	8,31
重赏	1,3,4,10,12,19,20,25,31
重蹈	23
重蹈覆辙	23
重过	25
重返	3,9,12,28
重返家园	9
重述	25
重逢	3,10,12,25,27,31
重重	0,1,3,4,5,6,7,8,9,10,12,13,14,15,16,17,19,20,21,23,24,27,28,29,31,32
重重包围	31
重重叠叠	17
重重困难	6
重重地	4,7,9,23,24,27
重重的	0,3,5,7,13,21,27
重重障碍	31
重量	3,6,9,10,14,21,27,32
重金	3,16
重障	31
野	5,12,15,16,18,20,24,28,31
野人	1,10,12,25,27,28
野兔	1,2,5,6,12,21,31
野兔子	5,21
野兽	4,5,10,11,12,13,15,20,21,25,28,29,31,32
野味	12
野地	15,18
野外	31
野得	1
野心	1,2,3,7,12,16,17,20,21,22,24,25,27,28,29,31,32
野心勃勃	2,16,27,29,31
野心家	7,25,31
野性	1,4,6,7,14,17,22,25,27,28
野来	1
野果	29
野火	15
野熊	26
野熊见	20
野牛	30
野犬	1
野狗	1,6,17,22
野猪	1,10,12,13,15,16,17,20,21,25,29
野猫	6,14,18,26
野生	7,17
野相	4
野禽	18
野种	4,17,25,27,29,31
野花	30
野茨	15,28
野草	12,13,17,20,22,25,26
野草闲花	26
野蔓闲	9
野蔷薇	3,12,13,15
野蚕	5
野蛮	1,2,5,6,7,9,12,13,16,17,19,20,21,22,26,27,29,31,32
野蜂	15
野豆	28
野雁	20
野露	15
野马	23,24
野鬼	12,28
野鸟	0,3,9
野鸡	4
野鸭	1,16
野鹰	0,26,30
野鹿	9
量	5,9,10,12,30
量力	2,7,16,21,25
量尺寸	9
量度	21
量情	3
量量	12
金	1,6,9,15,17,20,21,24,31
金丝	6
金像	5
金光	1,10,11,15,19,24,25,27
金光闪闪	24
金冕	25
金冠	1,20,31
金刚	6,8,13,18,19,22
金刚钻	6,8,13,18,19,22
金匠	9,16
金发	19
金口	21,25
金器	21
金圆	7,12,14
金圈	25
金块	23,25
金子	3,4,5,6,8,9,10,12,13,16,17,18,20,25,29,30
金字	8,10,19,22,28,31
金字塔	10,22,31
金属	3,19,28
金山	18
金币	1,14,16,17,25,26,27
金库	1,27
金戈	31
金戈铁马	31
金戒	14
金星	1,15,29
金晃晃	31
金枝	1,3,8,12
金枝玉叶	1,3,8,12
金桨	30
金汉	25
金汉上	25
金汉及	25
金汉来	31
金汉重	25
金汤	21
金洋	7,31
金牛	0,29
金玉	31
金玉之言	31
金环束	6
金珠	14
金珠来	29
金球	17,22
金甲	13,17
金盆	14
金石	1,8,11,16,24
金矿	14,18,24
金科	5,12
金科玉律	5,12
金章	22
金箍	1,25
金箭	0,5
金线	4,5,14,17,18,30
金线绣	18
金绿	16
金罄	13
金羽	7
金翅	2,20
金色	1,4,6,8,10,12,24,27,29,31
金花	17,28
金花菜	17
金苹果	19
金边	1
金钩	5
金钱	1,10,12,13,14,17,18,23,27,31,32
金钹	6
金铃	16
金银	1,2,3,4,6,8,9,10,11,12,13,14,15,16,17,18,20,24,26,27,30,31
金银珠宝	6,26
金银花	15,30
金银财宝	10,11,24
金银财富	18
金镑	17,30,31
金门	31
金雀花	28
金项链	9
金鳞	20
金鳞浮	5
